source,target,release_date,populairty
Antonio Vivaldi,Nigel Kennedy,1989,44
Antonio Vivaldi,English Chamber Orchestra,1989,44
Nigel Kennedy,English Chamber Orchestra,1989,44
Marc Almond,Gene Pitney,1989,51
Wolfgang Amadeus Mozart,Barry Wordsworth,1989,37
Roberta Flack,Donny Hathaway,1990,35
Wolfgang Amadeus Mozart,Takako Nishizaki,1990,38
Dave Stewart,Candy Dulfer,1990,47
Yo-Yo,Ice Cube,1991,35
U2,Johnny Cash,1991,39
Beastie Boys,Biz Markie,1992,38
Stan Getz,Astrud Gilberto,1992,48
Fourplay,Chaka Khan,1993,37
Lee Ritenour,Harvey Mason,1993,34
Lee Ritenour,Bob James,1993,34
Harvey Mason,Bob James,1993,34
Helmet,House Of Pain,1993,40
Ludwig van Beethoven,Mischa Maisky,1993,41
Ludwig van Beethoven,Martha Argerich,1993,41
Mischa Maisky,Martha Argerich,1993,41
Barbra Streisand,Louis Armstrong,1994,43
Wolfgang Amadeus Mozart,Kurt Rydl,1994,46
Richard Strauss,Berliner Philharmoniker,1995,49
Richard Strauss,Herbert von Karajan,1995,49
Berliner Philharmoniker,Herbert von Karajan,1995,49
Shaggy,Rayvon,1995,49
GZA,Killah Priest,1995,41
Ella Fitzgerald,Louis Armstrong,1995,46
Franz Liszt,Jorge Bolet,1995,41
José Carreras,Sarah Brightman,1995,52
Kausion,K-Dee,1995,36
Raekwon,Ghostface Killah,1995,40
Raekwon,Masta Killa,1995,39
Ghostface Killah,Masta Killa,1995,39
Jeff Lorber,Dave Koz,1996,37
Ghostface Killah,Raekwon,1996,40
Ghostface Killah,RZA,1996,40
Raekwon,RZA,1996,40
Aaron Copland,Los Angeles Philharmonic,1996,42
Aaron Copland,Zubin Mehta,1996,42
Los Angeles Philharmonic,Zubin Mehta,1996,42
Mindy McCready,Richie McDonald,1996,37
The Notorious B.I.G.,Mase,1997,41
The Notorious B.I.G.,Diddy,1997,41
Mase,Diddy,1997,41
Mike Marshall,Béla Fleck,1997,39
Diddy,The Notorious B.I.G.,1997,40
Diddy,Mase,1997,40
Kilo Ali,Big Boi,1997,37
Giacomo Puccini,Barry Wordsworth,1997,45
The Notorious B.I.G.,112,1997,37
DMX,Drag-On,1998,40
DMX,Loose,1998,40
DMX,Big Stan,1998,40
DMX,Kasino,1998,40
Drag-On,Loose,1998,40
Drag-On,Big Stan,1998,40
Drag-On,Kasino,1998,40
Loose,Big Stan,1998,40
Loose,Kasino,1998,40
Big Stan,Kasino,1998,40
OutKast,Big Gipp,1998,40
A Tribe Called Quest,Busta Rhymes,1998,42
A Tribe Called Quest,Redman,1998,42
Busta Rhymes,Redman,1998,42
DJ Quik,Suga Free,1998,38
Total,Black Rob,1998,39
Tatyana Ali,Lord Tariq,1998,42
Tatyana Ali,Peter Gunz,1998,42
Lord Tariq,Peter Gunz,1998,42
Johann Sebastian Bach,Nicholas Daniel,1998,48
Johann Sebastian Bach,Robert Quinney,1998,48
Johann Sebastian Bach,Stephen Cleobury,1998,48
Nicholas Daniel,Robert Quinney,1998,48
Nicholas Daniel,Stephen Cleobury,1998,48
Robert Quinney,Stephen Cleobury,1998,48
Kavita Krishnamurthy,Udit Narayan,1998,52
Kavita Krishnamurthy,Alka Yagnik,1998,52
Udit Narayan,Alka Yagnik,1998,52
Brooks & Dunn,Reba McEntire,1998,38
8Ball,MJG,1999,39
8Ball,CeeLo Green,1999,39
MJG,CeeLo Green,1999,39
Santana,Ms. Lauryn Hill,1999,45
Santana,CeeLo Green,1999,45
Ms. Lauryn Hill,CeeLo Green,1999,45
Mos Def,Q-Tip,1999,43
Antonio Vivaldi,Europa Galante,1999,53
Antonio Vivaldi,Fabio Biondi,1999,53
Europa Galante,Fabio Biondi,1999,53
Filter,The Crystal Method,1999,43
John Prine,Patty Loveless,1999,40
Phil Collins,*NSYNC,1999,38
John Prine,Connie Smith,1999,40
Deltron 3030,Del The Funky Homosapien,2000,41
Deltron 3030,Kid Koala,2000,41
Del The Funky Homosapien,Kid Koala,2000,41
Eric Clapton,B.B. King,2000,49
Antonín Dvořák,London Symphony Orchestra,2000,46
Antonín Dvořák,Sir Colin Davis,2000,46
London Symphony Orchestra,Sir Colin Davis,2000,46
JAY-Z,Beanie Sigel,2000,40
JAY-Z,Memphis Bleek,2000,40
JAY-Z,Freeway,2000,40
Beanie Sigel,Memphis Bleek,2000,40
Beanie Sigel,Freeway,2000,40
Memphis Bleek,Freeway,2000,40
Billy Bragg,Wilco,2000,41
OutKast,Killer Mike,2000,42
Ja Rule,Vita,2001,44
JAY-Z,Eminem,2001,41
Long Beach Dub Allstars,will.i.am,2001,43
Ja Rule,Case,2001,40
Screwston,Coast,2001,40
Macy Gray,Erykah Badu,2001,52
Tha Eastsidaz,Butch Cassidy,2001,42
P!nk,Steven Tyler,2001,48
Obie Trice,50 Cent,2002,42
Obie Trice,Eminem,2002,42
50 Cent,Eminem,2002,42
8Ball,Bun B,2002,42
8Ball,Petey Pablo,2002,42
8Ball,E-40,2002,42
8Ball,Lil Jon & The East Side Boyz,2002,42
Bun B,Petey Pablo,2002,42
Bun B,E-40,2002,42
Bun B,Lil Jon & The East Side Boyz,2002,42
Petey Pablo,E-40,2002,42
Petey Pablo,Lil Jon & The East Side Boyz,2002,42
E-40,Lil Jon & The East Side Boyz,2002,42
Valentin Silvestrov,Anja Lechner,2002,47
Linkin Park,Aceyalone,2002,40
The Band,Van Morrison,2002,43
Nas,Jully Black,2002,46
Linkin Park,Zion I,2002,40
Lumidee,Busta Rhymes,2003,50
Lumidee,Fabolous,2003,50
Busta Rhymes,Fabolous,2003,50
Wolfgang Amadeus Mozart,The English Concert,2003,53
Wolfgang Amadeus Mozart,Andrew Manze,2003,53
The English Concert,Andrew Manze,2003,53
The Diplomats,Cam’ron,2003,43
The Diplomats,Jim Jones,2003,43
The Diplomats,Juelz Santana,2003,43
Cam’ron,Jim Jones,2003,43
Cam’ron,Juelz Santana,2003,43
Jim Jones,Juelz Santana,2003,43
Chingy,Jermaine Dupri,2003,46
Chingy,Trina,2003,46
Jermaine Dupri,Trina,2003,46
50 Cent,Tony Yayo,2003,42
50 Cent,Young Buck,2003,42
Black Eyed Peas,Papa Roach,2003,44
Britney Spears,Pharrell Williams,2004,41
Jimmy Buffett,Clint Black,2004,42
Jimmy Buffett,Kenny Chesney,2004,42
Jimmy Buffett,Alan Jackson,2004,42
Jimmy Buffett,Toby Keith,2004,42
Jimmy Buffett,George Strait,2004,42
Clint Black,Kenny Chesney,2004,42
Clint Black,Alan Jackson,2004,42
Clint Black,Toby Keith,2004,42
Clint Black,George Strait,2004,42
Kenny Chesney,Alan Jackson,2004,42
Kenny Chesney,Toby Keith,2004,42
Kenny Chesney,George Strait,2004,42
Alan Jackson,Toby Keith,2004,42
Alan Jackson,George Strait,2004,42
Toby Keith,George Strait,2004,42
Shania Twain,Billy Currington,2004,43
Jim Jones,The Game,2004,43
Jim Jones,Cam’ron,2004,43
The Game,Cam’ron,2004,43
Yung Wun,DMX,2004,43
Yung Wun,David Banner,2004,43
DMX,David Banner,2004,43
Don Omar,"Héctor ""El Father""",2004,44
Don Omar,Zion,2004,44
"Héctor ""El Father""",Zion,2004,44
Juvenile,Lil Wayne,2004,41
Juvenile,Mannie Fresh,2004,41
Lil Wayne,Mannie Fresh,2004,41
Jazze Pha,Lil Jon & The East Side Boyz,2004,43
Jazze Pha,Trillville,2004,43
Lil Jon & The East Side Boyz,Trillville,2004,43
Daddy Yankee,Pitbull,2005,50
Daddy Yankee,Lil Jon,2005,50
Daddy Yankee,Noriega,2005,50
Pitbull,Lil Jon,2005,50
Pitbull,Noriega,2005,50
Lil Jon,Noriega,2005,50
Tiffany Evans,Ciara,2005,46
Desmond Dekker,The Aces,2005,53
Eminem,Nate Dogg,2005,48
Frédéric Chopin,Maurizio Pollini,2005,53
Mistah F.A.B.,G-Stack,2005,43
Nelly,Tim McGraw,2005,44
Fort Minor,Bobo,2005,50
Fort Minor,Styles Of Beyond,2005,50
Bobo,Styles Of Beyond,2005,50
Franz Schubert,Renée Fleming,2005,44
The Game,Eminem,2005,50
Robin Thicke,Pharrell Williams,2006,46
Nas,will.i.am,2006,45
JAY-Z,Chrisette Michele,2006,44
Nate Dogg,Eminem,2006,47
Nate Dogg,Obie Trice,2006,47
Nate Dogg,Bobby Creekwater,2006,47
Eminem,Obie Trice,2006,47
Eminem,Bobby Creekwater,2006,47
Obie Trice,Bobby Creekwater,2006,47
MC Magic,Nichole,2006,43
The Cheetah Girls,Belinda,2006,46
Lionel Richie,Diana Ross,2006,56
Jurassic 5,Dave Matthews Band,2006,46
Beyoncé,JAY-Z,2006,48
The Pussycat Dolls,Snoop Dogg,2006,44
Jibbs,Chamillionaire,2006,46
Mr. Capone-E,Twista,2006,43
Jedi Mind Tricks,R.A. The Rugged Man,2006,51
Madvillain,Madlib,2006,47
Madvillain,MF DOOM,2006,47
Madlib,MF DOOM,2006,47
Dave Sereny,Bob James,2007,48
The Notorious B.I.G.,Eminem,2007,49
JJ Grey & Mofro,Mofro,2007,48
8Ball & MJG,The Notorious B.I.G.,2007,43
8Ball & MJG,Project Pat,2007,43
The Notorious B.I.G.,Project Pat,2007,43
R.K.M & Ken-Y,Ken-Y,2007,54
Collie Buddz,Paul Wall,2007,43
JAY-Z,Nas,2007,44
Colt Ford,John Michael Montgomery,2008,45
Webbie,Boosie Badazz,2008,44
Maurice Ravel,Quatuor Ébène,2008,51
Shwayze,Cisco Adler,2008,45
Jamie Foxx,T.I.,2008,47
David Banner,Akon,2008,48
David Banner,Snoop Dogg,2008,48
David Banner,Lil Wayne,2008,48
Akon,Snoop Dogg,2008,48
Akon,Lil Wayne,2008,48
Snoop Dogg,Lil Wayne,2008,48
Kevin Rudolf,Lil Wayne,2008,50
Plies,Akon,2008,43
Little Big Town,Sugarland,2008,44
Little Big Town,Jake Owen,2008,44
Sugarland,Jake Owen,2008,44
Busta Rhymes,Linkin Park,2008,44
Beyoncé,Lady Gaga,2009,53
Renee Olstead,Chris Botti,2009,58
Drake,Santigold,2009,48
Drake,Lil Wayne,2009,48
Santigold,Lil Wayne,2009,48
Usher,Plies,2009,48
Axwell,Sebastian Ingrosso,2009,59
Axwell,Steve Angello,2009,59
Axwell,Laidback Luke,2009,59
Axwell,Deborah Cox,2009,59
Sebastian Ingrosso,Steve Angello,2009,59
Sebastian Ingrosso,Laidback Luke,2009,59
Sebastian Ingrosso,Deborah Cox,2009,59
Steve Angello,Laidback Luke,2009,59
Steve Angello,Deborah Cox,2009,59
Laidback Luke,Deborah Cox,2009,59
Paul Wall,Mouse,2009,45
Paul Wall,Webbie,2009,45
Mouse,Webbie,2009,45
JAY-Z,J. Cole,2009,48
Usher,Pitbull,2010,51
David Guetta,Kid Cudi,2010,51
Gorillaz,Snoop Dogg,2010,53
Enrique Iglesias,Nicole Scherzinger,2010,51
Yolanda Be Cool,JT,2010,53
Johann Sebastian Bach,Lang Lang,2010,58
Nicki Minaj,Drake,2010,50
JAY-Z,Kanye West,2011,55
JAY-Z,Frank Ocean,2011,55
JAY-Z,The-Dream,2011,55
Kanye West,Frank Ocean,2011,55
Kanye West,The-Dream,2011,55
Frank Ocean,The-Dream,2011,55
Lupe Fiasco,Trey Songz,2011,49
Kendrick Lamar,Colin Munroe,2011,50
Lil Wayne,Drake,2011,47
Lil Wayne,Jadakiss,2011,47
Drake,Jadakiss,2011,47
Ricky Martin,Natalia Jiménez,2011,62
Ace Hood,Chris Brown,2011,46
Jamie Grace,TobyMac,2011,48
Kaskade,Mindy Gledhill,2011,50
Dan Zanes,Andrew Bird,2011,51
Nicki Minaj,Chris Brown,2012,55
deadmau5,Gerard Way,2012,51
Jonn Hart,French Montana,2012,49
Kanye West,JAY-Z,2012,49
Kanye West,Big Sean,2012,49
JAY-Z,Big Sean,2012,49
Enrique Iglesias,Sammy Adams,2012,51
Frédéric Chopin,Khatia Buniatishvili,2012,58
Ab-Soul,Danny Brown,2012,50
Ab-Soul,Jhené Aiko,2012,50
Danny Brown,Jhené Aiko,2012,50
Gerardo Ortiz,Kevin Ortiz,2012,61
Silence Wang,By2,2012,62
B.o.B,T.I.,2013,50
B.o.B,Juicy J,2013,50
T.I.,Juicy J,2013,50
Hiatus Kaiyote,Q-Tip,2013,57
BANKS,Snakehips,2013,57
Ariana Grande,Mac Miller,2013,66
Eminem,Kendrick Lamar,2013,55
Jhené Aiko,Ab-Soul,2013,52
Major Lazer,Bruno Mars,2013,51
Major Lazer,Tyga,2013,51
Major Lazer,Mystic,2013,51
Bruno Mars,Tyga,2013,51
Bruno Mars,Mystic,2013,51
Tyga,Mystic,2013,51
Fall Out Boy,Elton John,2013,50
Janelle Monáe,Miguel,2013,52
CRUCIFIX,Sean Paul,2013,50
Kevin Gates,Juicy J,2013,49
Kid Rock,Hank Williams,2013,50
David Guetta,Showtek,2014,64
David Guetta,VASSY,2014,64
Showtek,VASSY,2014,64
Eric Clapton,John Mayer,2014,50
Zedd,Matthew Koma,2014,53
Zedd,Miriam Bryant,2014,53
Matthew Koma,Miriam Bryant,2014,53
Protoje,Chronixx,2014,57
T.I.,Iggy Azalea,2014,56
Big & Rich,Tim McGraw,2014,51
OB OBrien,Drake,2014,52
OB OBrien,Preme,2014,52
Drake,Preme,2014,52
John Legend,Tiësto,2014,63
Run The Jewels,Gangsta Boo,2014,54
Carlos Vives,Marc Anthony,2014,66
Wisin,Jennifer Lopez,2014,65
Wisin,Ricky Martin,2014,65
Jennifer Lopez,Ricky Martin,2014,65
T.I.,Chris Brown,2014,53
ScHoolboy Q,2 Chainz,2014,53
Beyoncé,Kanye West,2014,57
The Neighbourhood,French Montana,2014,58
Cher Lloyd,T.I.,2014,57
Edvard Grieg,Cyprien Katsaris,2014,57
Rich Homie Quan,Problem,2014,51
Years & Years,Gryffin,2015,62
Charles Gounod,Yo-Yo Ma,2015,62
Janji,Johnning,2015,69
Mura Masa,Nao,2015,64
Sergei Rachmaninoff,Daniil Trifonov,2015,55
Sergei Rachmaninoff,Philadelphia Orchestra,2015,55
Daniil Trifonov,Philadelphia Orchestra,2015,55
Lil Dicky,T-Pain,2015,55
Drake,Future,2015,56
Eric Bellinger,Fetty Wap,2015,59
Eric Bellinger,2 Chainz,2015,59
Fetty Wap,2 Chainz,2015,59
Selena Gomez,A$AP Rocky,2015,61
Drake,PARTYNEXTDOOR,2015,57
Wale,Usher,2015,55
Travis Scott,Juicy J,2015,58
Wale,Jeremih,2015,55
Yellow Claw,Mustard,2015,59
Yellow Claw,Ty Dolla $ign,2015,59
Yellow Claw,Tyga,2015,59
Mustard,Ty Dolla $ign,2015,59
Mustard,Tyga,2015,59
Ty Dolla $ign,Tyga,2015,59
Troye Sivan,Allday,2015,55
Fall Out Boy,Demi Lovato,2015,58
Dove Cameron,Sofia Carson,2015,59
Masego,Medasin,2016,62
Pusha T,JAY-Z,2016,58
Chance the Rapper,Young Thug,2016,57
Chance the Rapper,Lil Yachty,2016,57
Young Thug,Lil Yachty,2016,57
ScHoolboy Q,E-40,2016,58
Sinead Harnett,GRADES,2016,60
Jay Park,Hoody,2016,64
Jay Park,Loco,2016,64
Hoody,Loco,2016,64
Jon Z,Noriel,2016,66
Jon Z,Messiah,2016,66
Jon Z,Baby Rasta,2016,66
Noriel,Messiah,2016,66
Noriel,Baby Rasta,2016,66
Messiah,Baby Rasta,2016,66
Rebelution,Protoje,2016,56
MadeinTYO,Travis Scott,2016,59
Kygo,Julia Michaels,2016,63
JoJo,Wiz Khalifa,2016,59
Chance the Rapper,Ty Dolla $ign,2016,57
Chance the Rapper,BJ The Chicago Kid,2016,57
Chance the Rapper,Raury,2016,57
Ty Dolla $ign,BJ The Chicago Kid,2016,57
Ty Dolla $ign,Raury,2016,57
BJ The Chicago Kid,Raury,2016,57
Deorro,Pitbull,2016,57
DJ Khaled,Drake,2016,54
Big Gigantic,Logic,2016,57
Big Gigantic,ROZES,2016,57
Logic,ROZES,2016,57
Jordan Rakei,Tom Misch,2016,65
Mac Miller,Wiz Khalifa,2016,57
Hundred Waters,Chance the Rapper,2016,56
Hundred Waters,Moses Sumney,2016,56
Hundred Waters,Skrillex,2016,56
Chance the Rapper,Moses Sumney,2016,56
Chance the Rapper,Skrillex,2016,56
Moses Sumney,Skrillex,2016,56
James Blake,Bon Iver,2016,61
Kid Quill,Devvon Terrell,2016,57
Kid Quill,Mark Battles,2016,57
Devvon Terrell,Mark Battles,2016,57
Big Wild,Tove Styrke,2016,55
Nicki Minaj,Lil Wayne,2017,64
Granger Smith,Earl Dibbles Jr.,2017,60
Camila Cabello,Quavo,2017,66
XXXTENTACION,Ski Mask The Slump God,2017,63
A$AP Mob,A$AP Rocky,2017,61
A$AP Mob,Playboi Carti,2017,61
A$AP Mob,Big Sean,2017,61
A$AP Rocky,Playboi Carti,2017,61
A$AP Rocky,Big Sean,2017,61
Playboi Carti,Big Sean,2017,61
Louis The Child,Elohim,2017,60
Drake,2 Chainz,2017,62
Drake,Young Thug,2017,62
2 Chainz,Young Thug,2017,62
Halsey,Lauren Jauregui,2017,65
Marc E. Bassy,Kehlani,2017,62
Lil Peep,Wicca Phase Springs Eternal,2017,65
Lil Peep,Døves,2017,65
Wicca Phase Springs Eternal,Døves,2017,65
Bad Bunny,Bryant Myers,2017,67
GoldLink,Gucci Mane,2017,61
GoldLink,Brent Faiyaz,2017,61
GoldLink,Shy Glizzy,2017,61
Gucci Mane,Brent Faiyaz,2017,61
Gucci Mane,Shy Glizzy,2017,61
Brent Faiyaz,Shy Glizzy,2017,61
Wisin,Ozuna,2017,67
Wisin,Bad Bunny,2017,67
Wisin,De La Ghetto,2017,67
Wisin,Arcangel,2017,67
Wisin,Noriel,2017,67
Wisin,Almighty,2017,67
Ozuna,Bad Bunny,2017,67
Ozuna,De La Ghetto,2017,67
Ozuna,Arcangel,2017,67
Ozuna,Noriel,2017,67
Ozuna,Almighty,2017,67
Bad Bunny,De La Ghetto,2017,67
Bad Bunny,Arcangel,2017,67
Bad Bunny,Noriel,2017,67
Bad Bunny,Almighty,2017,67
De La Ghetto,Arcangel,2017,67
De La Ghetto,Noriel,2017,67
De La Ghetto,Almighty,2017,67
Arcangel,Noriel,2017,67
Arcangel,Almighty,2017,67
Noriel,Almighty,2017,67
Skrillex,Poo Bear,2017,66
Lil Yachty,Diplo,2017,61
$uicideBoy$,Shakewell,2017,62
Gorillaz,Popcaan,2017,65
Playboi Carti,Lil Uzi Vert,2017,61
David Guetta,Bebe Rexha,2018,66
6ix9ine,Nicki Minaj,2018,68
6ix9ine,Kanye West,2018,68
Nicki Minaj,Kanye West,2018,68
Steve Aoki,BTS,2018,70
Plies,Kevin Gates,2018,61
Lil Baby,Gunna,2018,63
Lil Baby,Lil Durk,2018,63
Lil Baby,NAV,2018,63
Gunna,Lil Durk,2018,63
Gunna,NAV,2018,63
Lil Durk,NAV,2018,63
Seven Lions,SLANDER,2018,63
Seven Lions,Dabin,2018,63
Seven Lions,Dylan Matthew,2018,63
SLANDER,Dabin,2018,63
SLANDER,Dylan Matthew,2018,63
Dabin,Dylan Matthew,2018,63
Justin Timberlake,Chris Stapleton,2018,60
Night Lovell,$uicideBoy$,2018,64
DaniLeigh,Lil Baby,2018,65
Morgan Evans,Kelsea Ballerini,2018,63
Paris Shadows,Trippie Redd,2018,64
N.E.R.D,Rihanna,2018,64
N.E.R.D,Drake,2018,64
Rihanna,Drake,2018,64
A$AP Rocky,Moby,2018,67
Goody Grace,gnash,2018,61
Playboi Carti,Young Thug,2018,63
Clean Bandit,Zara Larsson,2018,74
Metro Boomin,Travis Scott,2018,65
Metro Boomin,Kodak Black,2018,65
Metro Boomin,21 Savage,2018,65
Travis Scott,Kodak Black,2018,65
Travis Scott,21 Savage,2018,65
Kodak Black,21 Savage,2018,65
SHAUN,Conor Maynard,2018,75
SHAUN,Sam Feldt,2018,75
Conor Maynard,Sam Feldt,2018,75
Billie Eilish,TroyBoi,2018,68
Future,Juice WRLD,2018,63
Marc Anthony,Will Smith,2018,69
Marc Anthony,Bad Bunny,2018,69
Will Smith,Bad Bunny,2018,69
Alex Rose,Casper Magico,2018,70
Alex Rose,Nengo Flow,2018,70
Alex Rose,Bryant Myers,2018,70
Alex Rose,Noriel,2018,70
Alex Rose,Miky Woodz,2018,70
Alex Rose,Jhay Cortez,2018,70
Alex Rose,Myke Towers,2018,70
Casper Magico,Nengo Flow,2018,70
Casper Magico,Bryant Myers,2018,70
Casper Magico,Noriel,2018,70
Casper Magico,Miky Woodz,2018,70
Casper Magico,Jhay Cortez,2018,70
Casper Magico,Myke Towers,2018,70
Nengo Flow,Bryant Myers,2018,70
Nengo Flow,Noriel,2018,70
Nengo Flow,Miky Woodz,2018,70
Nengo Flow,Jhay Cortez,2018,70
Nengo Flow,Myke Towers,2018,70
Bryant Myers,Noriel,2018,70
Bryant Myers,Miky Woodz,2018,70
Bryant Myers,Jhay Cortez,2018,70
Bryant Myers,Myke Towers,2018,70
Noriel,Miky Woodz,2018,70
Noriel,Jhay Cortez,2018,70
Noriel,Myke Towers,2018,70
Miky Woodz,Jhay Cortez,2018,70
Miky Woodz,Myke Towers,2018,70
Jhay Cortez,Myke Towers,2018,70
Louis The Child,NoMBe,2018,62
Louis The Child,Big Gigantic,2018,62
NoMBe,Big Gigantic,2018,62
Ski Mask The Slump God,SahBabii,2018,63
The Chainsmokers,Winona Oak,2018,71
TK Kravitz,Jacquees,2018,62
mysticphonk,Lil Peep,2018,68
RL Grime,Daya,2018,63
Smokepurpp,Murda Beatz,2018,64
Smokepurpp,Lil Yachty,2018,64
Smokepurpp,Offset,2018,64
Murda Beatz,Lil Yachty,2018,64
Murda Beatz,Offset,2018,64
Lil Yachty,Offset,2018,64
No Rome,The 1975,2018,67
Calum Scott,Leona Lewis,2018,72
Cosculluela,Bad Bunny,2018,70
BTS,Steve Aoki,2018,70
Sech,Lenny Tavárez,2019,81
Sech,Feid,2019,81
Sech,Wisin,2019,81
Sech,Zion,2019,81
Lenny Tavárez,Feid,2019,81
Lenny Tavárez,Wisin,2019,81
Lenny Tavárez,Zion,2019,81
Feid,Wisin,2019,81
Feid,Zion,2019,81
Wisin,Zion,2019,81
KINGMOSTWANTED,MCM Raymond,2019,64
Mau y Ricky,Camilo,2019,77
Chance the Rapper,Megan Thee Stallion,2019,64
YBN Cordae,Chance the Rapper,2019,66
Young Dolph,Key Glock,2019,63
Lil Peep,Lil Tracy,2019,69
Drax Project,Hailee Steinfeld,2019,68
Lost Kings,Loren Gray,2019,68
Bhad Bhabie,Kodak Black,2019,68
NOTD,Daya,2019,70
XXXTENTACION,PnB Rock,2019,67
XXXTENTACION,Trippie Redd,2019,67
PnB Rock,Trippie Redd,2019,67
Cheat Codes,Daniel Blume,2019,64
Kygo,Chelsea Cutler,2019,71
Ed Sheeran,Eminem,2019,73
Ed Sheeran,50 Cent,2019,73
Eminem,50 Cent,2019,73
Gucci Mane,Kodak Black,2019,64
Gucci Mane,London On Da Track,2019,64
Kodak Black,London On Da Track,2019,64
Omar Apollo,Dominic Fike,2019,66
Bastille,Alessia Cara,2019,71
Marshmello,YUNGBLUD,2019,70
Marshmello,blackbear,2019,70
YUNGBLUD,blackbear,2019,70
Quality Control,Offset,2019,65
Quality Control,Playboi Carti,2019,65
Offset,Playboi Carti,2019,65
A$AP Ferg,Brent Faiyaz,2019,66
A$AP Ferg,Salaam Remi,2019,66
Brent Faiyaz,Salaam Remi,2019,66
Belinda,Lalo Ebratt,2019,62
Belinda,Horacio Palencia,2019,62
Lalo Ebratt,Horacio Palencia,2019,62
Reik,Lalo Ebratt,2019,80
I Prevail,Justin Stone,2019,66
NOTD,SHY Martin,2019,72
Trey Songz,Chris Brown,2019,68
Dreamville,Ari Lennox,2019,65
Dreamville,Omen,2019,65
Dreamville,Ty Dolla $ign,2019,65
Dreamville,Dreezy,2019,65
Ari Lennox,Omen,2019,65
Ari Lennox,Ty Dolla $ign,2019,65
Ari Lennox,Dreezy,2019,65
Omen,Ty Dolla $ign,2019,65
Omen,Dreezy,2019,65
Ty Dolla $ign,Dreezy,2019,65
Lizzo,Ariana Grande,2019,70
Dan + Shay,Justin Bieber,2019,70
Rich The Kid,YoungBoy Never Broke Again,2020,65
Sam Feldt,Ella Henderson,2020,76
Josh Richards,Bryce Hall,2020,70
Westside Gunn,Joey Bada$$,2020,67
Freddie Gibbs,The Alchemist,2020,66
Kygo,Avicii,2020,77
Kygo,Sandro Cavazza,2020,77
Avicii,Sandro Cavazza,2020,77
Alina Baraz,Khalid,2020,67
Rich The Kid,Quavo,2020,67
Kygo,Whitney Houston,2020,69
Anuel AA,Mariah,2020,75
Kygo,Sasha Sloan,2020,69
Morat,Juanes,2020,0
A Boogie Wit da Hoodie,Lil Uzi Vert,2020,65
Trippie Redd,Russ,2020,66
Cali Y El Dandee,Sebastian Yatra,2020,81
Galantis,Hook N Sling,2020,69
Galantis,Dotan,2020,69
Hook N Sling,Dotan,2020,69
The Kid LAROI,Juice WRLD,2020,62
Olivia Rodrigo,Joshua Bassett,2020,68
PARTYNEXTDOOR,Drake,2020,63
PARTYNEXTDOOR,Bad Bunny,2020,63
Drake,Bad Bunny,2020,63
Major Lazer,Diplo,2020,62
Ozuna,Tyga,2020,75
Ne-Yo,Jeremih,2020,67
Ellie Goulding,blackbear,2020,70
Wisin & Yandel,Sech,2020,74
MOD SUN,Machine Gun Kelly,2020,67
MOD SUN,Goody Grace,2020,67
Machine Gun Kelly,Goody Grace,2020,67
Machine Gun Kelly,Travis Barker,2020,67
Lil Baby,Lil Uzi Vert,2020,64
Sleepy Hallow,Sheff G,2020,59
Young Dolph,Megan Thee Stallion,2020,64
Y2K,The Kid LAROI,2020,68
Y2K,blackbear,2020,68
Y2K,Bankrol Hayden,2020,68
The Kid LAROI,blackbear,2020,68
The Kid LAROI,Bankrol Hayden,2020,68
blackbear,Bankrol Hayden,2020,68
JoJo,Tory Lanez,2020,68
Run The Jewels,DJ Premier,2020,66
Freddie Gibbs,Benny The Butcher,2020,65
The Alchemist,Benny The Butcher,2020,65
Trippie Redd,Lil Tecca,2020,65
Anuel AA,Tego Calderon,2020,71
Doe Boy,Moneybagg Yo,2020,65
Justin Bieber,Lil Dicky,2020,69
Sergei Prokofiev,Vladimir Horowitz,1928,0
Sergei Rachmaninoff,New York Philharmonic,1928,0
Sergei Rachmaninoff,Eugene Ormandy,1928,0
Vladimir Horowitz,New York Philharmonic,1928,0
Vladimir Horowitz,Eugene Ormandy,1928,0
New York Philharmonic,Eugene Ormandy,1928,0
Johannes Brahms,Vladimir Horowitz,1928,0
Vladimir Horowitz,Arturo Toscanini,1928,0
Johann Sebastian Bach,Andrés Segovia,1930,1
Hank Thompson,Brazos Valley Boys,1930,0
Karl Böhm,Berliner Philharmoniker,1935,0
Ludwig van Beethoven,Karl Böhm,1935,0
Ludwig van Beethoven,Staatskapelle Dresden,1935,0
Carl Maria von Weber,Karl Böhm,1935,0
Carl Maria von Weber,Staatskapelle Dresden,1935,0
Richard Strauss,Karl Böhm,1935,0
Richard Strauss,Staatskapelle Dresden,1935,0
Robert Schumann,Karl Böhm,1935,0
Robert Schumann,Staatskapelle Dresden,1935,0
Hector Berlioz,Karl Böhm,1935,0
Hector Berlioz,Staatskapelle Dresden,1935,0
Charles Gounod,Karl Böhm,1935,0
Charles Gounod,Staatskapelle Dresden,1935,0
Johannes Brahms,New York Philharmonic,1935,1
Jascha Heifetz,Arturo Toscanini,1935,1
Jascha Heifetz,New York Philharmonic,1935,1
Arturo Toscanini,New York Philharmonic,1935,1
Billie Holiday,Teddy Wilson,1935,2
Charles Gounod,Bidu Sayão,1942,1
Hugo Wolf,Georg Hann,1942,0
Pyotr Ilyich Tchaikovsky,Eugene Ormandy,1942,0
