Id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,count,genres,filtered_genre,gender,race,api,black,hispanic,white,populairty
Jhené Aiko,0.399042759,0.569724138,235575.7701,0.506206897,0.010113838,0.163954023,-8.965,0.162105747,107.5746897,0.40014023,1,0,87,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",Pop,female,white,0.06414759,0.006961783,0.015008266,0.91388243,61.18390805
Jhorrmountain,0.00739,0.847,137595,0.573,0.0149,0.0845,-6.032,0.253,99.919,0.332,0,1,1,['dutch hip hop'],Hip-hop,unknown,white,0.003170705,0.15831617,0.02727553,0.8112376,72
Jian Wang,0.971,0.425,168787,0.0333,0.9,0.106,-28.34,0.0388,122.039,0.477,7,0,1,"['chinese classical performance', 'classical cello']",Classical,androgynous,api,0.97581965,0.001894811,0.003784131,0.018501377,52
Jibbs,0.024166667,0.786,230147,0.652,8.53E-05,0.155,-6.268,0.256666667,130.762,0.69,4,0,3,"['dirty south rap', 'pop rap', 'southern hip hop']",Hip-hop,unknown,white,0.009540009,0.21733338,0.025756558,0.74737,54
Jidenna,0.0923,0.7695,232734,0.596666667,2.80E-05,0.180716667,-5.4545,0.041216667,109.709,0.399833333,7,1,6,['ghanaian hip hop'],Hip-hop,unknown,white,0.005761052,0.008481089,0.008018205,0.97773963,55.83333333
Jill Andrews,0.904,0.538,203191,0.272,0.000613,0.108,-10.783,0.0381,118.382,0.316,11,1,2,"['acoustic pop', 'folk-pop', 'indie folk', 'new americana']",Indie,female,white,0.003098422,0.22965345,0.011223714,0.7560244,56
Jill Scott,0.2796,0.661084746,262345.2881,0.497945763,0.028900631,0.194610169,-9.092627119,0.166754237,112.6238983,0.466874576,1,0,59,"['funk', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",Hip-hop,female,white,0.003317118,0.27981356,0.020308232,0.69656104,43.79661017
Jillian Jacqueline,0.304,0.547,213133,0.672,0,0.0996,-5.023,0.0496,155.791,0.283,11,1,1,"['contemporary country', 'country pop']",Country,female,white,0.00493012,0.022853192,0.022353223,0.94986343,58
Jim Hall,0.972483871,0.5035,368543.6129,0.102835484,0.891147177,0.128112903,-21.79783871,0.053372581,107.0399677,0.302267742,0,0,62,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz']",Jazz,male,white,0.001900612,0.31577328,0.022896541,0.65942955,29.0483871
Jim James,0.552,0.374,298707,0.367,0.000389,0.0939,-7.337,0.0251,150.951,0.322,9,1,1,"['indie folk', 'indie rock', 'louisville indie', 'new americana', 'shiver pop', 'stomp and holler']",Indie,male,white,0.007566258,0.4391004,0.018859692,0.5344736,47
Jim Jones,0.049841857,0.625428571,253054.2857,0.709785714,0.000171571,0.339857143,-6.241214286,0.298714286,114.9447143,0.5805,1,1,14,"['gangster rap', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",Hip-hop,male,white,0.005634236,0.4564514,0.012225279,0.5256892,46
Jim Morrison,0.579517391,0.518086957,117473.6522,0.321443478,0.103393113,0.283934783,-20.23004348,0.204643478,108.0203913,0.419565217,9,1,23,"['classic rock', 'psychedelic rock', 'rock']",Rock,male,white,0.001268279,0.2586279,0.009824018,0.7302798,39.60869565
Jimmie Vaughan,0.311,0.5426,334010.6,0.5958,0.014204,0.3006,-8.951,0.0464,145.5556,0.7658,0,0,5,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'texas blues']",Rock,male,white,0.004582349,0.04349001,0.014608669,0.9373189,43
Jimmy Buffett,0.371228806,0.636127321,226808.9204,0.462122016,0.009146047,0.186968435,-13.3606313,0.043740318,122.4274191,0.667419098,7,1,377,"['country rock', 'folk rock', 'mellow gold', 'soft rock']",Country,male,white,0.003303575,0.106667444,0.014529987,0.875499,34.4403183
Jimmy Cobb,0.699166667,0.4305,318937.6667,0.1841,0.5440797,0.3851,-20.3555,0.045833333,108.3021667,0.27885,7,0,6,['jazz drums'],Jazz,male,white,0.003923376,0.11850159,0.012081062,0.86549395,25.33333333
Jimmy Dorsey,0.807,0.46925,166109.5,0.491125,0.37329,0.331875,-9.142,0.0632,133.915,0.6075,0,0,8,"['adult standards', 'big band', 'jazz clarinet', 'lounge', 'swing', 'tin pan alley', 'vintage jazz']",Jazz,male,white,0.003781753,0.24161126,0.011785739,0.7428213,2.375
Jimmy Giuffre,0.958096774,0.538322581,305611.7742,0.082935484,0.631073035,0.122096774,-20.132,0.078922581,103.5292903,0.395741935,8,1,31,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz clarinet', 'jazz saxophone']",Jazz,male,white,0.00157536,0.22906667,0.017457386,0.75190055,11.19354839
Jimmy Hamilton,0.55647,0.4519,315557.4,0.4159,0.475120312,0.8207,-17.6607,0.20048,113.3022,0.4445,5,0,10,"['classical clarinet', 'jazz clarinet']",Jazz,male,white,0.001728387,0.16462244,0.014316395,0.8193327,1.3
Jimmy LaFave,0.559333333,0.387333333,265720.3333,0.459333333,1.68E-05,0.723333333,-14.2,0.208466667,173.3876667,0.422666667,9,1,3,"['alternative country', 'austin singer-songwriter', 'country rock', 'folk', 'lilith', 'new americana', 'roots rock', 'traditional folk']",Country,male,white,0.002663486,0.029862003,0.012386856,0.9550876,46.33333333
Jimmy Martin,0.538333333,0.587333333,176297.6667,0.721666667,5.86E-06,0.201,-6.481666667,0.035133333,111.3666667,0.904333333,9,1,6,"['appalachian folk', 'bluegrass', 'old-time', 'progressive bluegrass', 'traditional folk']",Oldies,male,white,0.001922569,0.08566391,0.01477671,0.89763683,24.66666667
Jimmy McPartland,0.992,0.621,168760,0.464,0.734,0.103,-11.3,0.143,199.693,0.927,7,1,1,['new orleans jazz'],Jazz,male,white,0.007861923,0.021703035,0.01875575,0.95167935,15
Jimmy Raney,0.92175,0.5495,252966.75,0.257,0.1360827,0.13505,-16.637,0.0461,114.5145,0.67875,7,1,4,"['cool jazz', 'jazz guitar']",Jazz,male,white,0.002119728,0.23608992,0.008677178,0.75311315,5.5
Jimmy Rushing,0.794181818,0.613181818,204860.5455,0.240272727,0.00036498,0.144909091,-13.07227273,0.066609091,107.7838182,0.478818182,10,0,11,"['jazz blues', 'jump blues']",Jazz,male,white,0.006022719,0.081145756,0.011258532,0.90157294,11.45454545
Jimmy Sabater,0.833,0.568,510400,0.757,0.0488,0.713,-5.341,0.0608,76.169,0.745,5,1,2,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']",Jazz,male,white,0.11866871,0.13283554,0.017589958,0.7309058,34
Jimmy Smith,0.7155,0.569104167,437814.1667,0.435866667,0.639400417,0.267797917,-13.3750625,0.047977083,116.0454583,0.591333333,5,1,48,"['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz organ', 'soul jazz']",Jazz,male,white,0.002720428,0.18019351,0.013054957,0.8040311,25.75
Jiří Válek,0.975,0.334,452000,0.0887,0.916,0.0995,-22.322,0.0438,111.423,0.319,5,1,1,['classical flute'],Classical,male,white,0.032803606,0.006049804,0.01750342,0.9436431,45
Jo Dee Messina,0.244914286,0.546571429,224139,0.688761905,3.68E-06,0.197742857,-6.988190476,0.041990476,130.4498571,0.50752381,0,1,21,"['contemporary country', 'country', 'country dawn', 'country road']",Country,androgynous,white,0.009101455,0.009227974,0.03491787,0.9467527,49.38095238
Jo Stafford,0.932454545,0.491090909,180720,0.142745455,0.012556027,0.161045455,-15.07,0.038727273,100.9064545,0.418363636,4,1,11,"['adult standards', 'big band', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",Jazz,androgynous,white,0.00408354,0.19102146,0.018738274,0.7861567,24.18181818
Jo Vincent,0.932666667,0.187333333,207702,0.211666667,0.120666667,0.115,-19.85433333,0.048133333,107.429,0.0783,11,0,3,"['pop', 'viral pop']",Pop,androgynous,white,0.007025772,0.16351214,0.035691682,0.7937704,0
JoJo,0.02586,0.47725,212393.125,0.70675,0.004778575,0.147875,-5.245875,0.11915,126.727,0.508125,8,0,8,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",EDM,unknown,hispanic,0.052469116,0.13348623,0.558421,0.25562364,63.375
Joan Baez,0.744982759,0.456862069,228584.7759,0.224581034,0.000256092,0.228543103,-15.20156897,0.046506897,118.3232241,0.408593103,11,1,116,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",Rock,female,hispanic,0.0292636,0.02521035,0.9018992,0.043626808,30.27586207
Joan Manuel Serrat,0.666515789,0.467526316,200289.9474,0.506315789,0,0.272663158,-7.690684211,0.0792,116.2459474,0.527157895,9,1,38,"['cantautor', 'nova canco', 'nueva cancion', 'spanish pop', 'trova']",Pop,female,white,0.006877631,0.060506824,0.010382784,0.92223275,46.47368421
Joan Osborne,0.133833333,0.514333333,274591.3333,0.655333333,0.005613367,0.100166667,-8.272,0.0368,134.7623333,0.570666667,9,0,6,"['folk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",Pop,female,white,0.004452557,0.2064071,0.01273174,0.7764087,51
Joanna Newsom,0.2492,0.888333333,105867,0.781666667,0.01456998,0.1896,-4.500333333,0.109733333,108.0103333,0.776,7,1,3,"['chamber folk', 'chamber pop', 'freak folk', 'harp', 'new weird america']",Pop,female,white,0.004687535,0.15525687,0.024919491,0.8151361,47.33333333
Joaquín Rodrigo,0.930222222,0.339433333,425105.4444,0.174344444,0.869111111,0.268733333,-22.04288889,0.103977778,107.8142222,0.230288889,11,1,9,['classical'],Classical,male,white,0.079414316,0.022603128,0.39088684,0.5070957,15.55555556
Joaquín Sabina,0.473624,0.58928,283834.04,0.48016,0.000127768,0.240784,-11.98468,0.125952,124.14808,0.51724,7,1,25,"['cantautor', 'nueva cancion', 'rock en espanol', 'spanish pop', 'trova']",Pop,male,white,0.06330955,0.04835428,0.15253618,0.73579997,54.2
Joaquín Turina,0.988,0.413,232313.6667,0.037566667,0.900666667,0.1018,-30.36,0.0458,89.444,0.203333333,2,1,3,"['early modern classical', 'impressionism']",Classical,male,white,0.058510777,0.04039174,0.23788352,0.66321397,8.333333333
Jody Chiang,0.536,0.511,320720,0.547,1.02E-06,0.584,-10.864,0.0469,74.622,0.372,11,1,1,"['c-pop', 'classic mandopop', 'hokkien pop', 'mandopop']",Pop,female,api,0.903006,0.008950751,0.013877058,0.07416626,47
Jody Watley,0.181901,0.7762,258286.6,0.6208,0.00781339,0.11123,-10.4479,0.04843,119.9025,0.8099,0,1,10,"['freestyle', 'minneapolis sound', 'new jack swing', 'new wave pop', 'post-disco', 'quiet storm', 'urban contemporary', 'vocal house']",Pop,female,white,0.00145482,0.24571729,0.012864515,0.73996335,38.2
Joe,0.201217647,0.691,267257,0.575392157,0.000355384,0.169252941,-6.586470588,0.098886275,108.6716863,0.567333333,6,0,51,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Oldies,male,api,0.5037513,0.15591332,0.057933006,0.28240243,49.31372549
Joe Bonamassa,0.058885714,0.393857143,457573.2857,0.578714286,0.050499,0.102942857,-7.717285714,0.039771429,138.6704286,0.411428571,5,0,7,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",Rock,male,white,0.020584814,0.011008526,0.030838655,0.93756795,50.85714286
Joe Budden,0.051833333,0.598,254844.3333,0.836666667,0,0.149333333,-5.030333333,0.334,106.7146667,0.682666667,6,1,3,"['battle rap', 'hip hop', 'new jersey rap', 'pop rap', 'rap', 'trap']",Hip-hop,male,white,0.02644167,0.20899321,0.025408592,0.73915654,55
Joe Chambers,0.65,0.502,376560,0.463,0,0.0916,-12.016,0.0324,143.231,0.45,0,1,2,['jazz drums'],Jazz,male,white,0.001977202,0.29342118,0.016944142,0.6876575,25
Joe Cocker,0.437970847,0.483254237,264404.3983,0.560679661,0.020571264,0.360515254,-10.42349153,0.050971186,116.9180847,0.558647458,5,1,118,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",Oldies,male,white,0.00270798,0.22563113,0.014918321,0.7567426,36.94067797
Joe Cuba Sextet,0.7849375,0.622,200859.8125,0.53253125,0.018004755,0.17398125,-11.41975,0.058025,118.510625,0.7185625,9,1,32,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']",Jazz,male,white,0.018119462,0.10775089,0.024092458,0.85003716,30
Joe Diffie,0.290003889,0.647666667,217658.4861,0.687833333,0.000187717,0.207836111,-7.914972222,0.036311111,129.9042917,0.647166667,7,1,72,"['country', 'country road', 'country rock', 'oklahoma country']",Country,male,white,0.004648885,0.23569062,0.032015733,0.72764474,40.93055556
Joe Fox,0.130366667,0.513833333,228262.1667,0.666166667,0.302333333,0.359,-9.822833333,0.13055,98.91816667,0.381833333,9,0,6,['uk hip hop'],Hip-hop,male,white,0.000564929,0.06713735,0.011595503,0.9207022,56.83333333
Joe Henderson,0.833315789,0.509631579,438027.2632,0.435315789,0.402943874,0.132447368,-11.08315789,0.042063158,106.0626316,0.453484211,5,0,19,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz']",Jazz,male,white,0.001321663,0.44631508,0.012641047,0.5397222,28.52631579
Joe Hertz,0.0471,0.572,226909,0.498,4.67E-06,0.247,-10.484,0.431,109.192,0.549,2,0,1,"['alternative r&b', 'indie r&b', 'indie soul', 'new french touch', 'uk contemporary r&b', 'vapor soul']",Indie,male,white,0.00417982,0.004997189,0.010906691,0.97991633,61
Joe Hisaishi,0.784407973,0.362798649,159131.2905,0.262037838,0.595937389,0.180148649,-15.35381081,0.044289189,115.7688919,0.278696622,0,1,148,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'soundtrack']",Classical,male,api,0.78547776,0.020715073,0.016556647,0.17725047,39.08783784
Joe Jackson,0.146623927,0.614269841,235101,0.645396825,0.031207107,0.17188254,-8.856095238,0.040298413,131.1698571,0.717365079,7,1,63,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'soft rock']",EDM,male,black,0.001606515,0.51974094,0.00993759,0.46871492,35.34920635
Joe Jonas,0.169587091,0.427818182,195689.6364,0.718181818,1.14E-07,0.199436364,-5.061636364,0.054490909,111.4771818,0.552363636,1,1,11,['post-teen pop'],Pop,male,white,0.035971068,0.13356122,0.15882206,0.67164564,57.18181818
Joe Lovano,0.872333333,0.511666667,344999.6667,0.279666667,0.833,0.0993,-16.64666667,0.046333333,121.1716667,0.44,0,0,6,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",Jazz,male,hispanic,0.014572638,0.009483822,0.70820254,0.26774102,49
Joe Lynn Turner,0.363,0.331,319907,0.474,0.000952,0.0434,-11.602,0.0324,118.001,0.338,1,0,2,"['album rock', 'hard rock', 'melodic hard rock']",Rock,male,white,0.003680297,0.05111085,0.016628169,0.92858076,42
Joe Moses,0.0898,0.75,187671,0.491,0,0.109,-8.326,0.117,105.008,0.711,11,1,2,"['cali rap', 'trap', 'west coast trap']",Rap,male,white,0.005368654,0.31498984,0.020579383,0.6590622,70
Joe Newman,0.734625,0.538375,128996.75,0.5005,0.209500498,0.1548,-10.059375,0.0736625,118.032375,0.73125,0,1,8,['jazz trumpet'],Jazz,male,white,0.002367591,0.15025431,0.007706308,0.83967185,16.5
Joe Pass,0.896392857,0.523785714,244765.2143,0.241771429,0.583084929,0.175028571,-18.02771429,0.059325,105.6069286,0.454892857,0,1,28,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz guitar']",Jazz,male,white,0.004439983,0.124953784,0.013152902,0.8574533,24.03571429
Joe Sample,0.34619,0.6634,302204.7,0.44575,0.600702685,0.095075,-15.04415,0.03763,108.81105,0.6804,0,1,20,"['jazz funk', 'jazz fusion', 'jazz piano', 'smooth jazz', 'vocal jazz']",Jazz,male,white,0.003463014,0.23113269,0.017704993,0.7476994,32.65
Joe Stampley,0.454166667,0.657,156029,0.59,0,0.112533333,-10.91416667,0.053733333,136.0983333,0.798666667,10,1,12,['classic country pop'],Country,male,white,0.003429781,0.11511587,0.017723572,0.8637308,31.33333333
Joe Williams,0.796928571,0.518357143,209993.1429,0.304464286,0.033488157,0.221257143,-12.71871429,0.059921429,116.707,0.472357143,0,0,14,"['adult standards', 'big band', 'swing', 'vocal jazz']",Jazz,male,black,0.001740891,0.50873435,0.022391228,0.46713352,20.07142857
Joe Zawinul,0.8035,0.58275,344546.5,0.187825,0.2808,0.2741,-15.028,0.039775,90.09425,0.3405,8,1,8,"['jazz fusion', 'jazz piano']",Jazz,male,white,0.006364055,0.18533814,0.030654287,0.77764356,21.5
Joell Ortiz,0.0454,0.635,303000,0.543,0.000678,0.272,-5.941,0.067,98.743,0.036,8,1,2,"['alternative hip hop', 'battle rap', 'boom bap', 'hardcore hip hop', 'hip hop', 'southern hip hop']",Hip-hop,unknown,hispanic,0.022598524,0.003352451,0.89680874,0.077240326,68
Joey Bada$$,0.295860465,0.652209302,227093.5581,0.724813953,0.032715124,0.271744186,-5.39227907,0.245334884,100.8324651,0.610976744,1,0,43,"['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Hip-hop,male,white,0.010855594,0.09335176,0.033415817,0.86237687,56.88372093
Joey Purp,0.086,0.913333333,167019.3333,0.472666667,0.07513,0.252366667,-6.415,0.173133333,113.0423333,0.473666667,10,1,6,"['chicago rap', 'underground hip hop']",Hip-hop,male,white,0.008226965,0.093311556,0.012742366,0.88571906,60.33333333
Johann Christian Bach,0.95025,0.34975,212933.25,0.207,0.807,0.113275,-18.36825,0.04115,129.7485,0.46325,10,1,4,['classical era'],Classical,male,white,0.008396459,0.018330757,0.024923364,0.9483495,0
Johann Nepomuk Hummel,0.98,0.496,224640,0.249,0.934,0.12,-18.131,0.0411,144.239,0.719,3,1,1,"['classical era', 'early romantic era']",Classical,male,white,0.009199364,0.025132604,0.011569032,0.954099,50
Johann Pachelbel,0.835833333,0.241,333862.1667,0.138091667,0.728555,0.215791667,-19.68358333,0.036566667,109.9445,0.248133333,2,1,12,"['baroque', 'classical', 'german baroque']",Classical,male,white,0.004430035,0.001227336,0.012304949,0.98203766,36.75
Johann Sebastian Bach,0.959953984,0.358062514,201914.2604,0.19946358,0.754193279,0.164663973,-21.02303479,0.049330864,106.2681347,0.578653311,7,1,891,"['baroque', 'classical', 'early music', 'german baroque']",Classical,male,white,0.005317928,0.022769742,0.026973475,0.9449389,14.24803591
Johann Stamitz,0.972,0.313,295667,0.0123,0.094,0.159,-28.118,0.035,70.7,0.169,9,1,1,"['baroque', 'bohemian baroque', 'classical era', 'galante era']",Classical,male,white,0.001190638,0.007009021,0.013066988,0.97873336,34
Johann Strauss I,0.8,0.663666667,154800,0.591666667,0.653233333,0.169266667,-11.07233333,0.032766667,107.8703333,0.861666667,9,1,3,"['classical', 'late romantic era', 'operetta']",Classical,male,white,0.004781203,0.01719358,0.016766125,0.96125907,24
Johann Strauss II,0.914046875,0.40165625,313216.5938,0.149953125,0.227616423,0.187840625,-18.87978125,0.14245625,106.6626406,0.311260938,2,1,64,"['classical', 'late romantic era', 'operetta']",Classical,male,white,0.02582939,0.011867267,0.014037639,0.94826573,5.15625
Johannes Brahms,0.937530351,0.28420607,426068.7827,0.164231118,0.714883018,0.16149393,-18.83237061,0.042890415,100.0878498,0.219089776,10,1,313,"['classical', 'late romantic era']",Classical,male,white,0.009166415,0.065754026,0.015723063,0.9093565,4.095846645
John,0.9955,0.621,197329,0.2755,0.0002535,0.245,-7.41,0.2025,71.436,0.585,6,1,2,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",Pop,male,white,0.10710198,0.13172624,0.047359757,0.71381205,0
John 5,0.00157,0.556,224213,0.868,0,0.512,-5.741,0.0441,164.075,0.433,9,1,1,"['atl hip hop', 'atl trap', 'trap']",Hip-hop,male,white,0.013552493,0.17850435,0.03609138,0.7718518,52
John Abercrombie,0.514,0.37,594387,0.2632,0.563,0.08465,-20.4215,0.035,129.2615,0.3864,9,1,2,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz fusion', 'jazz guitar']",Jazz,male,white,0.001563815,0.09642402,0.014382339,0.88762987,38.5
John Anderson,0.361554386,0.633912281,190553.0526,0.497647368,0.00828606,0.158915789,-12.97412281,0.034794737,127.4512632,0.679701754,9,1,57,"['country', 'country road', 'country rock']",Country,male,white,0.002493497,0.2923687,0.012420797,0.69271696,35.61403509
John Cage,0.985071429,0.461357143,283349.5,0.079809286,0.776214286,0.1244,-26.06007143,0.066142857,101.7779286,0.18695,5,1,14,"['american contemporary classical', 'avant-garde', 'classical', 'contemporary classical', 'experimental', 'free improvisation']",Classical,male,white,0.006162582,0.17258543,0.013605656,0.80764633,9.428571429
John Cale,0.509736,0.52512,238527.8,0.46408,0.115216787,0.16674,-13.01744,0.038208,105.39568,0.535716,9,1,50,"['alternative rock', 'anti-folk', 'art pop', 'art rock', 'country rock', 'dance rock', 'experimental', 'experimental rock', 'folk', 'folk rock', 'melancholia', 'post-punk', 'psychedelic rock', 'pub rock', 'roots rock', 'singer-songwriter', 'slow core', 'traditional folk']",Country,male,white,0.016386064,0.07603374,0.06421199,0.8433682,34.52
John Coltrane,0.681216522,0.460081028,431693.1897,0.356163241,0.1455987,0.177910277,-13.19754348,0.053308103,116.3647688,0.432656126,0,1,506,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'jazz', 'jazz saxophone']",Jazz,male,white,0.005650383,0.061626084,0.017135762,0.9155878,22.72727273
John Denver,0.6837224,0.454088,209270.52,0.3067312,0.00754684,0.2399684,-13.390004,0.053508,114.8428,0.501316,7,1,250,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",Country,male,white,0.004215233,0.018816296,0.01633992,0.9606285,35.256
John Dowland,0.995,0.517,43155.66667,0.0654,0.893666667,0.107666667,-24.226,0.191,67.49166667,0.508,8,1,3,"['classical', 'early music', 'english renaissance', 'renaissance']",Classical,male,white,0.004184897,0.0543985,0.015289451,0.9261272,2
John Eliot Gardiner,0.968,0.197333333,212840.0667,0.095889333,0.49957,0.154013333,-25.5074,0.03998,111.9810667,0.1314,2,0,15,"['choral', 'classical performance', 'orchestral performance']",Classical,male,white,0.003266345,0.025457358,0.036263216,0.93501306,45.13333333
John Eric,0.184,0.878,202867,0.894,0,0.105,-5.834,0.123,119.927,0.682,6,1,2,"['blues rock', 'instrumental bluegrass', 'instrumental rock', 'neo classical metal', 'progressive jazz fusion', 'shred']",Jazz,male,white,0.00532523,0.014592494,0.016668051,0.96341425,68
John Field,0.9935,0.3405,204233.5,0.03691,0.9285,0.0972,-31.112,0.04855,75.965,0.1472,10,1,2,"['early romantic era', 'irish classical']",Classical,male,white,0.002480259,0.09594135,0.014513809,0.8870646,40.5
John Foxx,0.989,0.109,359680,0.00459,0.89,0.0796,-32.667,0.0338,70.122,0.0441,9,0,1,"['ambient', 'art rock', 'dance rock', 'laboratorio', 'new romantic', 'new wave', 'synthpop']",EDM,male,white,0.00347938,0.4276772,0.014043374,0.5548,46
John Hiatt,0.283025455,0.62269697,259365.2121,0.617545455,0.008780009,0.154539394,-9.666878788,0.034409091,114.7793636,0.68569697,7,1,33,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",Country,male,white,0.010129035,0.12810373,0.017229963,0.84453726,36.81818182
John Holt,0.278058824,0.702470588,207709.1176,0.540705882,0.026660794,0.136529412,-8.538294118,0.097805882,103.1065882,0.744764706,9,1,17,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']",Rock,male,white,0.00405803,0.07165913,0.017475184,0.9068076,42.52941176
John Ireland,0.859,0.23,170147,0.0991,1.51E-05,0.163,-18.852,0.0377,86.129,0.0769,0,0,2,"['british modern classical', 'early modern classical', 'impressionism', 'post-romantic era']",Classical,male,white,0.005444864,0.19094586,0.014862286,0.78874695,12
John K,0.182483333,0.853333333,175614.1667,0.475333333,2.98E-05,0.110733333,-6.612333333,0.04775,121.7855,0.407,8,1,6,"['electropop', 'pop']",Pop,male,white,0.013552493,0.17850435,0.03609138,0.7718518,71.83333333
John Klemmer,0.38218,0.514857143,285396.4286,0.424285714,0.212754286,0.332185714,-13.18314286,0.037185714,92.37914286,0.618428571,5,0,7,"['jazz funk', 'smooth jazz']",Jazz,male,white,0.005320275,0.002260026,0.016467791,0.9759519,28.28571429
John LaPorta,0.796666667,0.324666667,292422.3333,0.245,0.621733333,0.121333333,-11.54466667,0.035066667,116.528,0.272666667,10,0,6,['jazz clarinet'],Jazz,male,white,0.015228685,0.010763411,0.11106106,0.86294687,3.666666667
John Lee Hooker,0.676966013,0.609960784,203575.1765,0.343172549,0.034458686,0.154698039,-15.35203268,0.087726797,126.0839346,0.638470588,10,1,153,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",Rock,male,white,0.004308648,0.099531546,0.015215217,0.88094455,22.0130719
John Legend,0.372033474,0.547448718,248941.0641,0.589320513,2.51E-05,0.207873077,-7.106358974,0.086073077,112.8047821,0.4362,8,1,78,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']",Pop,male,white,0.00211006,0.05403817,0.009631651,0.9342201,57.78205128
John Lennon,0.383440225,0.542982249,227810.0947,0.583302959,0.092388352,0.207069822,-10.4777929,0.054526036,120.7217278,0.549985799,9,1,169,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock']",Oldies,male,white,0.004599763,0.071448304,0.019674964,0.9042769,42.43195266
John Martin,0.071025,0.54275,260976.75,0.76575,0.000525,0.0965,-4.27725,0.04535,128.603,0.39775,1,1,8,['pop edm'],EDM,male,white,0.002513362,0.11123924,0.029995218,0.85625213,68.5
John Mayall & The Bluesbreakers,0.269994065,0.45916129,184874.4839,0.631806452,0.079345142,0.237287097,-7.239548387,0.074248387,114.332129,0.758387097,0,1,31,"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'roots rock']",Country,male,white,0.002943058,0.22346811,0.018215546,0.75537324,30.83870968
John Mayer,0.385685957,0.5866,263429.2426,0.535845957,0.041373221,0.278304681,-8.77767234,0.038072766,116.3503702,0.4726,7,1,235,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",Pop,male,white,0.005376212,0.0725502,0.020609275,0.90146434,56.14042553
John McLaughlin,0.363703727,0.347954545,395830.3182,0.563918182,0.676318182,0.244681818,-13.47759091,0.075481818,114.5347727,0.354863636,4,1,22,"['british jazz', 'contemporary post-bop', 'jazz funk', 'jazz fusion', 'jazz guitar']",Jazz,male,white,0.001342373,0.036359195,0.013975412,0.9483231,29.27272727
